Nom de domaine,Pays BE,Departement BE,Ville BE,Nom BE,Sous domaine,Type du titulaire,Pays titulaire,Departement titulaire,Domaine IDN,Date de crtion,Date de retrait du WHOIS,
forum-action-publique.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,26-10-2017,,
forum.etalab.gouv.fr,,,,,,,,,,,,
forum.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,29-07-2003,,
forumouvert.etalab.gouv.fr,,,,,,,,,,,,
forums.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,29-07-2003,,
foxmsg1.pfai.rie.gouv.fr,,,,,,,,,,,,
fps.gouv.fr,FR,59,SECLIN CEDEX,WORLDLINE,gouv.fr,ORG,FR,75,0,20-11-2017,,
francaisdeletranger.gouv.fr,FR,92,CLICHY-LA-GARENNE,OXYD SARL,gouv.fr,ORG,FR,75,0,08-10-2018,,
france-connect.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,75,0,24-10-2014,,
france-connecte.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,75,0,04-12-2014,,
france-visas.gouv.fr,,,,,,,,,,,,
franceconnect.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,75,0,04-12-2014,,
franceconnecte.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,75,0,04-12-2014,,
francenum.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,25-01-2018,,
francestrategie.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,03-09-2018,,
francetech.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,28-12-2000,,
francethd.gouv.fr,,,,,,,,,,,,
francetnp.gouv.fr,FR,92,CLICHY-LA-GARENNE,OXYD SARL,gouv.fr,ORG,FR,75,0,08-04-2015,,
francetresor.gouv.fr,FR,75,PARIS 15,ORANGE,gouv.fr,ORG,FR,75,0,13-01-2000,18-03-2016,
franche-comte.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
frr.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,07-08-2002,,
fse.gouv.fr,,,,,,,,,,,,
fvjs.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,16-04-2014,,
g-cloud.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,17-07-2013,17-08-2018,
galateepro.agriculture.gouv.fr,,,,,,,,,,,,
galaxie.enseignementsup-recherche.gouv.fr,,,,,,,,,,,,
gard.gouv.fr,,,,,,,,,,,,
garde-nationale.gouv.fr,,,,,,,,,,,,
gcloud.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,17-07-2013,17-08-2018,
gendarmerie.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,93,0,16-05-2008,,
gendform.gendarmerie.interieur.gouv.fr,,,,,,,,,,,,
generationdavance.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,22-07-2014,,
geo.data.gouv.fr,,,,,,,,,,,,
geoidd.developpement-durable.gouv.fr,,,,,,,,,,,,
geoportail-urbanisme.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,16-12-2014,,
geoportail.gouv.fr,,,,,,,,,,,,
georisques.gouv.fr,,,,,,,,,,,,
geothermie.developpement-durable.gouv.fr,,,,,,,,,,,,
gers.gouv.fr,,,,,,,,,,,,
gers.pref.gouv.fr,,,,,,,,,,,,
gestion.agorha.agriculture.gouv.fr,,,,,,,,,,,,
gic.gouv.fr,,,,,,,,,,,,
gidaf.developpement-durable.gouv.fr,,,,,,,,,,,,
giped.gouv.fr,,,,,,,,,,,,
gironde.gouv.fr,,,,,,,,,,,,
gironde.pref.gouv.fr,,,,,,,,,,,,
gistrid.din.developpement-durable.gouv.fr,,,,,,,,,,,,
glyphosate.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,23-10-2018,,
gouvernement-et-citoyens.consultation.etalab.gouv.fr,,,,,,,,,,,,
gouvernement-ouvert.etalab.gouv.fr,,,,,,,,,,,,
gouvernement.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,21-09-2001,,
grand-est.direccte.gouv.fr,,,,,,,,,,,,
grand-est.drdjscs.gouv.fr,,,,,,,,,,,,
grand-est.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,11-08-2016,,
grand-est.safire.fonction-publique.gouv.fr,,,,,,,,,,,,
grande-cause-quinquennat.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,10-09-2018,,
grande-conference-sociale.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,27-06-2012,,
grands-defis.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,18-07-2018,,
grippe-aviaire.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,15-11-2005,,
grippeaviaire.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,15-11-2005,,
guadeloupe.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,29-01-2016,,
guide-victimes.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,28-06-2016,,
guyane.dieccte.gouv.fr,,,,,,,,,,,,
guyane.drjscs.gouv.fr,,,,,,,,,,,,
guyane.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,03-01-2017,,
ha-inter-rp-145.developpement-durable.gouv.fr,,,,,,,,,,,,
ha-inter-rp-222.developpement-durable.gouv.fr,,,,,,,,,,,,
ha-inter-rp-eco-143.developpement-durable.gouv.fr,,,,,,,,,,,,
ha19.developpement-durable.gouv.fr,,,,,,,,,,,,
ha2.developpement-durable.gouv.fr,,,,,,,,,,,,
ha31.developpement-durable.gouv.fr,,,,,,,,,,,,
ha35.developpement-durable.gouv.fr,,,,,,,,,,,,
handicap.gouv.fr,,,,,,,,,,,,
handiguide.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,08-02-2007,,
haut-conseil-egalite.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,15-04-2013,,
haut-debit.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,11-07-2003,,
haut-rhin.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
haut-rhin.pref.gouv.fr,,,,,,,,,,,,
hautdebit.gouv.fr,DE,99,REGENSBURG,InterNetX GmbH,gouv.fr,ORG,FR,93,0,11-07-2003,,
haute-corse.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,05-01-2010,,
haute-garonne.gouv.fr,,,,,,,,,,,,
haute-loire.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
haute-marne.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
haute-marne.pref.gouv.fr,,,,,,,,,,,,
haute-normandie.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
haute-saone.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
haute-savoie.gouv.fr,,,,,,,,,,,,
haute-vienne.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
hautes-alpes.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,05-01-2010,,
hautes-pyrenees.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
hauts-de-france.direccte.gouv.fr,,,,,,,,,,,,
hauts-de-france.drjscs.gouv.fr,,,,,,,,,,,,
hauts-de-france.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,11-08-2016,,
hauts-de-seine.gouv.fr,,,,,,,,,,,,
hb8.developpement-durable.gouv.fr,,,,,,,,,,,,
hc2.developpement-durable.gouv.fr,,,,,,,,,,,,
hc3.developpement-durable.gouv.fr,,,,,,,,,,,,
hc4.developpement-durable.gouv.fr,,,,,,,,,,,,
hcci.gouv.fr,FR,75,PARIS 15,ORANGE,gouv.fr,ORG,FR,75,0,25-11-1999,,
hci.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,26-09-2005,,
hclpd.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,22-08-2006,,
hcsf.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,12-06-2015,,
hcts.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,21-03-2017,,
heracles.economie.gouv.fr,,,,,,,,,,,,
herault.gouv.fr,,,,,,,,,,,,
horizon2020.gouv.fr,,,,,,,,,,,,
i.ville.gouv.fr,,,,,,,,,,,,
icget.cget.gouv.fr,,,,,,,,,,,,
id.data.gouv.fr,,,,,,,,,,,,
identitenationale.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,03-08-2007,,
idf.direccte.gouv.fr,,,,,,,,,,,,
ie.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,27-11-2009,,
ifore.ecologie.gouv.fr,,,,,,,,,,,,
igacem.gouv.fr,FR,75,PARIS 15,ORANGE,gouv.fr,ORG,FR,75,0,19-03-2004,,
igas.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,14-05-2007,,
igc.sante.gouv.fr,,,,,,,,,,,,
ij.justice.gouv.fr,,,,,,,,,,,,
ile-de-france.gouv.fr,,,,,,,,,,,,
ille-et-vilaine.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
iminidco.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,19-06-2007,,
immigration-integration.gouv.fr,FR,75,PARIS 15,ORANGE,gouv.fr,ORG,FR,75,0,09-07-2010,,
immigration-professionnelle.gouv.fr,FR,6,NICE,DOMAINE.FR,gouv.fr,ORG,FR,75,0,19-01-2010,21-02-2018,
immigration.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,31-07-2007,,
import-export.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,03-10-2011,,
impot.gouv.fr,,,,,,,,,,,,
impots.gouv.fr,,,,,,,,,,,,
impots.societenumerique.gouv.fr,,,,,,,,,,,,
inao.gouv.fr,FR,75,PARIS 15,ORANGE,gouv.fr,ORG,FR,93,0,02-07-1999,,
inclusion.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,19-10-2007,,
indre-et-loire.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
indre.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
industrie.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,22-01-1997,,
info-crise.gouv.fr,FR,72,SAINT SATURNIN,DIGITAL RURAL INFORMATIQUE,gouv.fr,ORG,FR,75,0,09-05-2012,05-07-2018,
info-ebola.gouv.fr,,,,,,,,,,,,
info-familles.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,24-11-2011,,
info-routiere.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,28-03-2001,,
info-vigipirate.gouv.fr,FR,72,SAINT SATURNIN,DIGITAL RURAL INFORMATIQUE,gouv.fr,ORG,FR,75,0,23-10-2014,,
info.dimed.gouv.fr,,,,,,,,,,,,
info.gistrid.din.developpement-durable.gouv.fr,,,,,,,,,,,,
info.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,20-11-2002,,
infoma.agriculture.gouv.fr,,,,,,,,,,,,
infos-crise.gouv.fr,FR,72,SAINT SATURNIN,DIGITAL RURAL INFORMATIQUE,gouv.fr,ORG,FR,75,0,09-05-2012,05-07-2018,
infoscrises.gouv.fr,FR,72,SAINT SATURNIN,DIGITAL RURAL INFORMATIQUE,gouv.fr,ORG,FR,75,0,08-06-2012,,
innovation.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,23-06-2011,,
inspire.data.gouv.fr,,,,,,,,,,,,
integration.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,11-02-2005,,
intelligence-economique.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,27-02-2006,,
interieur.gouv.fr,,,,,,,,,,,,
internet-mineurs.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,22-06-2001,,
internet-signalement.gouv.fr,,,,,,,,,,,,
internet.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,18-05-1998,,
intradef.gouv.fr,FR,75,PARIS,Soci�t� Fran�aise du Radiot�l�phone - SFR,gouv.fr,ORG,FR,94,0,10-12-2009,,
inventaire.cncp.gouv.fr,,,,,,,,,,,,
investirdanslessolidarites.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,11-09-2018,,
invite.contacts-demarches.interieur.gouv.fr,,,,,,,,,,,,
ira-bastia.gouv.fr,,,,,,,,,,,,
ira-documentation.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,59,0,17-06-2015,,
ira-lille.gouv.fr,FR,92,CLICHY-LA-GARENNE,OXYD SARL,gouv.fr,ORG,FR,59,0,05-01-2004,,
ira-lyon.gouv.fr,FR,75,PARIS,DOMAINOO,gouv.fr,ORG,FR,69,0,17-10-2003,,
ira-metz.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,57,0,01-10-2001,,
ira-nantes.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,44,0,19-04-2005,,
irma-reconstruction.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,06-11-2017,,
iroise-parcnational.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,29,0,28-07-2000,30-03-2017,
isere.gouv.fr,,,,,,,,,,,,
ivg.gouv.fr,,,,,,,,,,,,
ivg.social-sante.gouv.fr,,,,,,,,,,,,
japprendslamer.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,04-05-2009,,
jardiner-autrement.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,30-04-2010,,
jardinezautrement.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,30-04-2010,,
jechangemavoiture.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,25-03-2019,,
jeune.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,09-06-2008,,
jeunes.gouv.fr,,,,,,,,,,,,
jeunesse-solidarites-actives.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,07-06-2010,,
jeunesse-sport.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,28-10-2002,,
jeunesse-sports.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,27-08-1996,,
jeunesse-vie-associative.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,05-02-2009,,
jeunesse.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,15-02-2007,,
jeunesses.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,14-10-2011,,
jeveuxconstruire.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,07-06-2007,,
journal-officiel.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,15-07-1997,,
journeesdupatrimoine.culturecommunication.gouv.fr,,,,,,,,,,,,
jscs.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,30-05-2017,,
judiciaire.gendarmerie.interieur.gouv.fr,,,,,,,,,,,,
jura.gouv.fr,,,,,,,,,,,,
justice.gouv.fr,,,,,,,,,,,,
justimemo.justice.gouv.fr,,,,,,,,,,,,
kiosque-actu.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,16-04-2012,,
kiosque-sig.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,16-04-2012,,
kiosque.bercy.gouv.fr,,,,,,,,,,,,
la-reunion.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
labeau.ecologie.gouv.fr,,,,,,,,,,,,
ladocfrancaise.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,24-09-1996,,
lagora.setra.developpement-durable.gouv.fr,,,,,,,,,,,,
laicite.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,09-04-2013,,
landes.gouv.fr,,,,,,,,,,,,
languedoc-roussillon-midi-pyrenees.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,28-10-2015,,
languedoc-roussillon.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
latitudefrance.diplomatie.gouv.fr,,,,,,,,,,,,
lbdsn.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,24-09-2007,,
lecontratdegeneration.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,04-01-2013,,
legifrance.gouv.fr,,,,,,,,,,,,
legrenelle-environnement.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,02-03-2009,,
legrenelle-mer.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,02-03-2009,,
lekiosque.finances.gouv.fr,,,,,,,,,,,,
leportailetudiant.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,24-04-2006,,
lesecransdusocial.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,13-05-2008,,
lesemploisdavenir.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,26-10-2012,,
lesmetiersen2030.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,11-12-2018,,
lessentiel.finances.gouv.fr,,,,,,,,,,,,
lettre-services-de-l-etat.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,15-07-2013,,
leurope-contre-la-pauvrete.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,18-12-2009,06-01-2018,
lheo.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,10-11-2017,,
liberteegalitefraternite.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,20-02-2017,,
liberteslocales.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,02-10-2002,,
limitesmaritimes.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,29,0,06-04-2018,,
limousin.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
listes.recherche.gouv.fr,,,,,,,,,,,,
livreblancdefenseetsecurite.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,21-08-2007,,
livrevert-rsa.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,14-02-2008,,
locatio.beta.gouv.fr,,,,,,,,,,,,
logement-ville.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,12-06-2007,,
logement.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,92,0,10-05-2004,,
logiciels-libres.gouv.fr,FR,92,BOULOGNE BILLANCOURT,PROSODIE,gouv.fr,ORG,FR,75,0,28-11-2000,05-08-2016,
loi-conso.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,30-10-2014,,
loi-sante.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,16-02-2015,06-01-2018,
loiconso.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,30-10-2014,,
loir-et-cher.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
loire-atlantique.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
loire.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
loiret.gouv.fr,,,,,,,,,,,,
loiret.pref.gouv.fr,,,,,,,,,,,,
lorraine.ecologie.gouv.fr,,,,,,,,,,,,
lorraine.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
lot-et-garonne.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
lot.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
louer-abordable.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,31-01-2017,,
lourdes.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,65,0,30-07-2004,29-03-2017,
lozere.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
lrmp.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,08-01-2016,,
lutte-pauvrete.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,12-01-2018,,
m.defense.gouv.fr,,,,,,,,,,,,
m.enseignementsup-recherche.gouv.fr,,,,,,,,,,,,
ma-competitivite.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,04-12-2012,,
macompetitivite.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,22-02-2013,,
maia.gouv.fr,FR,75,PARIS,IP TWINS SAS,gouv.fr,ORG,FR,75,0,28-11-2000,27-11-2017,
maia31.gouv.fr,,,,,,,,,,,,
mailcatcher.staging.mrs.beta.gouv.fr,,,,,,,,,,,,
maine-et-loire.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
maintenance.diplomatie.gouv.fr,,,,,,,,,,,,
maisoncohesionsociale.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,06-10-2006,06-01-2018,
maisonsdelemploi.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,24-01-2007,,
mallettedesparents.education.gouv.fr,,,,,,,,,,,,
manche.gouv.fr,,,,,,,,,,,,
manche.pref.gouv.fr,,,,,,,,,,,,
mapage.diplomatie.gouv.fr,,,,,,,,,,,,
marches-publics.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,28-10-2008,,
marchespublics.gouv.fr,FR,92,BOULOGNE BILLANCOURT,PROSODIE,gouv.fr,ORG,FR,75,0,09-11-2004,05-08-2016,
mariage.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,10-10-2005,,
mariecurie.science.gouv.fr,,,,,,,,,,,,
maritimelimits.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,29,0,06-04-2018,,
marne.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
mars.justice.gouv.fr,,,,,,,,,,,,
martinique.dieccte.gouv.fr,,,,,,,,,,,,
martinique.drjscs.gouv.fr,,,,,,,,,,,,
martinique.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,04-04-2017,,
mastodon.etalab.gouv.fr,,,,,,,,,,,,
mayenne.gouv.fr,,,,,,,,,,,,
mayotte.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,29-01-2016,,
mdjrpvmin01p.rpvj.sas.justice.gouv.fr,,,,,,,,,,,,
mdjrpvmin02p.rpvj.sas.justice.gouv.fr,,,,,,,,,,,,
mdjrpvmin03p.rpvj.sas.justice.gouv.fr,,,,,,,,,,,,
medad.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,07-06-2007,,
media.devenirenseignant.gouv.fr,,,,,,,,,,,,
media.education.gouv.fr,,,,,,,,,,,,
media.enseignementsup-recherche.gouv.fr,,,,,,,,,,,,
media.interieur.gouv.fr,,,,,,,,,,,,
mediateurducredit.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,16-09-2009,,
medicament.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,25-07-2013,,
medicaments.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,25-07-2013,,
medicprix.sante.gouv.fr,,,,,,,,,,,,
meeddat.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,01-10-2008,,
melanie2web.din.developpement-durable.gouv.fr,,,,,,,,,,,,
melanissimo-ng.din.developpement-durable.gouv.fr,,,,,,,,,,,,
melanissimo.din.developpement-durable.gouv.fr,,,,,,,,,,,,
memoar.setra.developpement-durable.gouv.fr,,,,,,,,,,,,
memoiresante.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,23-07-2007,06-01-2018,
mer-littoral2030.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,11-01-2018,,
